"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
4.06417e+00,3.40144e-01,-2.13696e-18,2.34889e+01,1.65021e+01,1.67801e+00,1.00000e+00
3.36035e+00,-3.08237e-01,5.13630e-18,4.05960e+01,4.40213e+00,1.67801e+00,1.00000e+00
3.63669e+00,3.35528e-01,-1.61342e-18,3.86524e+01,6.60001e+00,1.67346e+00,1.00000e+00
4.13717e+00,-1.41156e-01,3.70163e-18,2.08689e+01,1.76000e+01,1.67346e+00,1.00000e+00
2.85917e+00,-4.22473e-02,-5.32907e-18,4.23693e+01,5.50001e+00,1.67346e+00,1.00000e+00
4.50212e+00,2.93689e-01,-9.59229e-19,1.64403e+01,1.87000e+01,1.67346e+00,1.00000e+00
5.40470e+00,1.73898e-01,0.00000e+00,8.38860e+00,1.98000e+01,1.67346e+00,1.00000e+00
7.96614e-01,3.41598e-01,-3.52507e-17,4.79963e+01,5.17548e-01,1.64325e+00,1.00000e+00
4.72872e+00,3.64699e-02,1.80752e-18,2.71713e+01,1.22210e+01,1.69680e+00,1.00000e+00
3.24375e+00,-2.05675e-02,-4.94268e-19,3.67001e+01,1.00210e+01,1.69680e+00,1.00000e+00
3.25643e+00,-1.33864e-01,4.50879e-18,3.89240e+01,7.82097e+00,1.69680e+00,1.00000e+00
3.83967e+00,3.36318e-01,4.58300e-18,4.12853e+01,2.32086e+00,1.69691e+00,1.00000e+00
3.60514e+00,-1.19461e-01,6.44742e-18,2.88008e+01,1.44209e+01,1.69691e+00,1.00000e+00
3.20275e+00,-2.97637e-02,6.67177e-18,2.87402e+01,1.54058e+01,1.67209e+00,1.00000e+00
4.25245e+00,3.59316e-03,-4.16874e-18,3.83500e+01,3.30584e+00,1.67209e+00,1.00000e+00
1.18714e+00,4.51452e-01,-1.26544e-17,4.76655e+01,7.98510e-01,1.71284e+00,1.00000e+00
2.71496e-01,6.39280e-01,-3.27230e-18,4.49910e+01,1.35738e+00,9.72955e-01,1.00000e+00
1.81227e-01,2.94631e-01,2.21767e-17,1.83019e+01,1.67574e+01,9.72955e-01,1.00000e+00
5.71432e-01,2.43826e-01,-1.71834e-17,2.28383e+01,1.78574e+01,9.72955e-01,1.00000e+00
5.13269e-01,2.26003e-01,-1.31521e-18,4.83169e+00,2.00574e+01,9.72955e-01,1.00000e+00
1.08180e+00,-5.92708e-02,-4.23463e-18,2.89969e+01,1.34574e+01,9.72955e-01,1.00000e+00
3.70259e-01,3.88256e-01,6.43847e-18,3.08917e+01,1.12574e+01,9.72955e-01,1.00000e+00
4.89133e-01,4.78013e-01,-1.63716e-17,4.33560e+01,5.75738e+00,9.72955e-01,1.00000e+00
7.91654e-01,-6.14626e-02,1.98250e-17,4.24548e+01,4.65738e+00,9.72955e-01,1.00000e+00
